Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
810.000000	1000.000000	-207.295369	0.844358	67.829041	11.872226	0.000527	0.034809
800.000000	1000.000000	-200.341028	0.842983	68.337018	11.541031	0.000527	0.038333
790.000000	1000.000000	-192.138196	0.841506	68.348528	11.050963	0.000532	0.036075
780.000000	1000.000000	-184.647047	0.839881	67.834895	10.519935	0.000540	0.037228
770.000000	1000.000000	-176.727868	0.838513	68.221395	10.109640	0.000544	0.040749
760.000000	1000.000000	-167.417637	0.836825	69.310686	9.710375	0.000550	0.335310
750.000000	1000.000000	-157.397086	0.834812	69.507675	9.133094	0.000562	0.192527
740.000000	1000.000000	-148.012437	0.832896	69.607129	8.581094	0.000572	1.445415
730.000000	1000.000000	-137.872358	0.830765	69.662602	7.979124	0.000582	0.110833
720.000000	1000.000000	-127.736859	0.828671	69.772683	7.385569	0.000593	0.184710
710.000000	1000.000000	-116.834668	0.825969	70.348081	6.788714	0.000607	0.163240
700.000000	1000.000000	-106.309387	0.822638	70.256595	6.144232	0.000744	0.183305
690.000000	1000.000000	-98.117534	0.820127	70.980732	5.711734	0.000764	2.335625
680.000000	1000.000000	-94.378489	0.818737	70.457136	5.444302	0.000771	0.334003
670.000000	1000.000000	-91.120032	0.817723	70.968193	5.287905	0.000777	0.088476
660.000000	1000.000000	-88.470488	0.816808	70.570719	5.099678	0.000784	0.121505
650.000000	1000.000000	-86.175487	0.815751	70.410920	4.949730	0.000790	0.155926
640.000000	1000.000000	-84.085485	0.815011	71.380902	4.891777	0.000797	-0.001000
630.000000	1000.000000	-81.828085	0.814017	70.786865	4.715072	0.000805	0.101288
620.000000	1000.000000	-78.831362	0.812854	71.382429	4.574071	0.000811	0.155811
610.000000	1000.000000	-75.677564	0.811708	71.110467	4.368180	0.000818	0.163376
600.000000	1000.000000	-69.816173	0.809120	70.727999	3.995400	0.000836	0.074251
590.000000	1000.000000	-63.250117	0.806344	71.336518	3.638257	0.000857	0.174446
580.000000	1000.000000	-59.698905	0.804624	71.664145	3.442398	0.000868	0.112373
570.000000	1000.000000	-56.893363	0.803352	71.829020	3.282974	0.000874	0.137855
560.000000	1000.000000	-52.827504	0.799596	71.708541	3.029015	0.001180	0.166171
550.000000	1000.000000	-49.901413	0.797706	71.415526	2.842814	0.001203	0.153746
540.000000	1000.000000	-48.569631	0.796773	71.181912	2.754668	0.001217	0.261956
530.000000	1000.000000	-43.718532	0.793151	71.292935	2.472111	0.001241	0.195449
520.000000	1000.000000	-37.095965	0.787852	70.889819	2.071834	0.001289	0.310471
510.000000	1000.000000	-30.620121	0.782509	71.421478	1.711295	0.001327	0.163672
500.000000	1000.000000	-24.961945	0.773759	70.940397	1.370180	0.002021	6.810751
490.000000	1000.000000	-19.508054	0.765405	69.614379	1.039451	0.002113	0.263628
480.000000	1000.000000	-14.659641	0.754297	68.898225	0.761858	0.003489	0.516387
470.000000	1000.000000	-10.970775	0.744340	67.146591	0.548318	0.003578	3.734235
460.000000	1000.000000	-7.740426	0.729461	65.025601	0.367157	0.006157	0.770633
450.000000	1000.000000	-5.376436	0.714234	61.679546	0.236852	0.010807	1.414101
440.000000	1000.000000	-3.570021	0.694946	57.289273	0.142133	0.018818	1.340404
430.000000	1000.000000	-2.359689	0.672050	53.050795	0.084130	0.031643	1.701066
420.000000	1000.000000	-1.446767	0.635766	46.762662	0.043013	0.079999	1.637148
410.000000	1000.000000	-0.887129	0.579549	41.459458	0.021316	0.210858	2.356530
400.000000	1000.000000	-0.598616	0.514707	39.044537	0.012030	0.346108	2.632824
