Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
810.000000	1000.000000	-83.567319	1.168330	47.147047	4.603166	0.002324	0.061462
800.000000	1000.000000	-83.726060	1.170368	47.038607	4.609328	0.002335	0.082013
790.000000	1000.000000	-83.906314	1.171744	47.205204	4.641059	0.002342	0.096596
780.000000	1000.000000	-83.662945	1.172760	47.427514	4.653422	0.002381	0.036733
770.000000	1000.000000	-82.960801	1.173884	47.295079	4.605896	0.002401	0.051570
760.000000	1000.000000	-82.578282	1.174713	47.192150	4.577912	0.002432	0.094679
750.000000	1000.000000	-81.851091	1.175219	47.556805	4.574628	0.002446	0.065185
740.000000	1000.000000	-81.141108	1.176324	47.526005	4.536274	0.002465	0.068580
730.000000	1000.000000	-79.716081	1.174014	46.771019	4.377196	0.002516	0.080230
720.000000	1000.000000	-78.328215	1.173628	46.887094	4.310246	0.002538	0.109721
710.000000	1000.000000	-76.020800	1.172790	46.636273	4.157923	0.002575	0.052462
700.000000	1000.000000	-74.040577	1.169389	46.293865	4.008227	0.002615	0.056217
690.000000	1000.000000	-71.676671	1.168010	46.193700	3.867292	0.002643	0.158253
680.000000	1000.000000	-68.936355	1.166367	46.842964	3.766413	0.002724	0.060001
670.000000	1000.000000	-66.508893	1.164778	46.176837	3.577233	0.002784	0.057857
660.000000	1000.000000	-63.929793	1.164494	46.220012	3.440889	0.002841	0.051179
650.000000	1000.000000	-61.684866	1.162407	46.078358	3.303953	0.002876	0.079435
640.000000	1000.000000	-59.329126	1.162343	46.676444	3.218845	0.002929	0.098291
630.000000	1000.000000	-56.930442	1.161063	46.157022	3.050971	0.003005	0.070820
620.000000	1000.000000	-54.495874	1.158950	46.392952	2.930085	0.003046	0.161673
610.000000	1000.000000	-52.017121	1.157020	45.867703	2.760540	0.003114	0.067153
600.000000	1000.000000	-47.902203	1.150920	46.000702	2.536094	0.004335	0.074838
590.000000	1000.000000	-42.738636	1.143972	45.121947	2.206093	0.004630	0.100524
580.000000	1000.000000	-39.555624	1.139939	44.973060	2.027881	0.004759	0.108788
570.000000	1000.000000	-36.773082	1.135594	44.635229	1.863936	0.004856	0.159014
560.000000	1000.000000	-33.030020	1.127711	44.271242	1.649029	0.006959	0.205634
550.000000	1000.000000	-29.628065	1.120139	42.916307	1.424288	0.007392	0.193011
540.000000	1000.000000	-27.621387	1.114218	43.181079	1.328952	0.007728	0.148148
530.000000	1000.000000	-25.286770	1.107413	42.345927	1.185809	0.007929	0.236972
520.000000	1000.000000	-21.455994	1.091276	41.504989	0.971815	0.011720	0.176299
510.000000	1000.000000	-17.555643	1.068050	40.642201	0.762053	0.016950	0.161548
500.000000	1000.000000	-14.113947	1.028731	38.669678	0.561462	0.027577	0.228563
490.000000	1000.000000	-10.924490	0.964003	36.216998	0.381410	0.040121	0.208785
480.000000	1000.000000	-8.080917	0.877288	34.139830	0.242027	0.055946	0.240401
470.000000	1000.000000	-6.028454	0.796948	33.843555	0.162597	0.075980	0.275118
460.000000	1000.000000	-4.216781	0.674996	32.269610	0.091849	0.098208	0.306219
450.000000	1000.000000	-2.933601	0.531167	31.083816	0.048436	0.124662	0.325590
440.000000	1000.000000	-1.954508	0.439964	30.383631	0.026127	0.160046	0.345965
430.000000	1000.000000	-1.306840	0.350660	30.931874	0.014175	0.169385	0.378763
420.000000	1000.000000	-0.796900	0.234921	27.618205	0.005170	0.259927	0.350868
410.000000	1000.000000	-0.484306	0.158912	27.461802	0.002114	0.292375	0.370518
400.000000	1000.000000	-0.323905	0.113826	26.723851	0.000985	0.318733	0.382023
