Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
760.000000	1017.183426	-0.001324	0.000230	0.000000	4.081346E-5	0.173671	0.173671
740.000000	1017.183426	-1.784594	0.052355	25.216615	0.002316	0.029001	0.029581
720.000000	1017.183426	-5.167732	0.142380	42.779504	0.030945	0.013193	0.044255
700.000000	1017.183426	-8.846080	0.295820	28.149641	0.072419	0.027894	0.037412
680.000000	1017.183426	-13.158258	0.375414	28.145050	0.136682	0.023556	0.037365
660.000000	1017.183426	-17.079946	0.423361	29.064513	0.206615	0.018336	0.030001
640.000000	1017.183426	-21.672445	0.473811	29.699295	0.299820	0.012389	0.030404
620.000000	1017.183426	-26.092353	0.478925	50.823166	0.624372	0.010396	0.061566
600.000000	1017.183426	-31.972951	0.589279	46.431308	0.860033	0.003563	0.052878
580.000000	1017.183426	-35.658336	0.565622	32.141728	0.637320	0.007226	0.022682
560.000000	1017.183426	-38.967373	0.590740	33.333026	0.754350	0.006237	0.024515
540.000000	1017.183426	-42.548429	0.603564	34.125821	0.861571	0.005836	0.024322
520.000000	1017.183426	-45.703735	0.615109	35.225492	0.973557	0.005196	0.025122
500.000000	1017.183426	-47.918402	0.641811	37.291196	1.127500	0.003829	0.025874
480.000000	1017.183426	-50.331403	0.596391	34.163672	1.008173	0.005179	0.018825
460.000000	1017.183426	-52.254105	0.581746	33.108580	0.989453	0.005434	0.017538
440.000000	1017.183426	-54.063240	0.591165	32.692630	1.027215	0.004938	0.017177
420.000000	1017.183426	-55.827772	0.609866	33.550581	1.123015	0.004482	0.016554
400.000000	1017.183426	-56.892120	0.612662	33.991916	1.164795	0.004196	0.020614
380.000000	1017.183426	-57.535217	0.611035	34.621184	1.196582	0.004265	0.018421
360.000000	1017.183426	-57.700251	0.613418	34.223241	1.190847	0.004344	0.020149
