Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
810.000000	857.381846	-278.911027	0.817934	51.894468	13.808001	0.000588	0.023345
800.000000	857.381846	-268.985374	0.816649	51.151309	13.105293	0.000598	0.012692
790.000000	857.381846	-257.360883	0.813912	50.560274	12.352501	0.000614	0.015257
780.000000	857.381846	-245.889277	0.813014	51.528853	12.014728	0.000615	0.025534
770.000000	857.381846	-232.443333	0.809124	50.853689	11.155271	0.000629	0.013445
760.000000	857.381846	-220.915756	0.807147	50.859302	10.577313	0.000632	0.015379
750.000000	857.381846	-208.223257	0.802920	49.921326	9.734493	0.000666	0.017157
740.000000	857.381846	-195.407167	0.800813	49.598598	9.052458	0.000671	0.017684
730.000000	857.381846	-182.573337	0.796209	49.450440	8.384175	0.000693	0.019827
720.000000	857.381846	-169.004155	0.791267	49.618707	7.739116	0.000888	0.016847
710.000000	857.381846	-156.320852	0.788134	48.660729	6.992319	0.000950	0.033112
700.000000	857.381846	-143.878814	0.780387	47.736733	6.251518	0.000967	0.016515
690.000000	857.381846	-133.778916	0.776701	47.240781	5.725113	0.000997	0.017777
680.000000	857.381846	-125.145240	0.772508	45.126668	5.088339	0.001019	0.017982
670.000000	857.381846	-117.490546	0.766258	45.208379	4.747034	0.001075	0.018239
660.000000	857.381846	-111.539230	0.764276	44.492270	4.423724	0.001058	0.024161
650.000000	857.381846	-105.925077	0.757638	44.443609	4.160021	0.001518	0.019259
640.000000	857.381846	-101.435654	0.749970	42.750059	3.793121	0.001607	0.024520
630.000000	857.381846	-96.893933	0.743503	42.444699	3.566386	0.001592	0.022831
620.000000	857.381846	-92.282933	0.742036	41.881226	3.344965	0.001583	0.022453
610.000000	857.381846	-88.396988	0.740512	42.145338	3.217693	0.001634	0.021292
600.000000	857.381846	-81.506963	0.721984	39.440967	2.707047	0.002444	0.024478
590.000000	857.381846	-73.467652	0.706113	39.029411	2.361501	0.002685	0.024007
580.000000	857.381846	-68.543505	0.701610	37.993940	2.131093	0.003619	0.026505
570.000000	857.381846	-64.456672	0.703122	39.336620	2.079319	0.002547	0.025649
560.000000	857.381846	-58.062449	0.678704	35.233051	1.619391	0.003847	0.023959
550.000000	857.381846	-53.304163	0.666141	35.483258	1.469522	0.005210	0.022217
540.000000	857.381846	-50.171243	0.651595	35.443600	1.351437	0.004958	0.024752
530.000000	857.381846	-45.919373	0.625345	34.530685	1.156502	0.006699	0.024486
520.000000	857.381846	-39.590128	0.599253	33.702897	0.932588	0.007245	0.026196
510.000000	857.381846	-32.954165	0.541740	30.930076	0.644033	0.010643	0.022585
500.000000	857.381846	-27.083186	0.475283	30.495713	0.457843	0.012270	0.024078
490.000000	857.381846	-21.425398	0.408403	28.940546	0.295359	0.012984	0.022731
480.000000	857.381846	-16.416021	0.353851	28.153896	0.190745	0.015892	0.025633
470.000000	857.381846	-12.475705	0.281437	27.430445	0.112332	0.018207	0.025082
460.000000	857.381846	-8.972426	0.219240	26.468473	0.060727	0.020326	0.025947
450.000000	857.381846	-6.302817	0.174019	25.794076	0.032997	0.025039	0.029175
440.000000	857.381846	-4.200552	0.111718	24.680995	0.013509	0.025537	0.026976
430.000000	857.381846	-2.785911	0.077374	24.834311	0.006244	0.027378	0.027886
420.000000	857.381846	-1.702554	0.049374	21.270596	0.002085	0.029235	0.028823
410.000000	857.381846	-1.028981	0.028287	24.550127	0.000833	0.027620	0.027324
400.000000	857.381846	-0.694108	0.022043	20.192227	0.000360	0.032192	0.031478
